"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"New Fairfield School District","900150860","2014-2015","Students with Disabilities","Suspensions","Percent","8.5"
"New Fairfield School District","900150860","2015-2016","Students with Disabilities","Suspensions","Percent","6.1"
"New Fairfield School District","900150860","2016-2017","Students with Disabilities","Suspensions","Percent","6.8"
"New Fairfield School District","900150860","2017-2018","Students with Disabilities","Suspensions","Percent","7.2"
"New Hartford School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"New Hartford School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"New Hartford School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"New Hartford School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"New Hartford School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"New Hartford School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"New Hartford School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"New Hartford School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"New Hartford School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-6666"
"New Haven School District","900952070","2009-2010","Students with Disabilities","Suspensions","Percent","16.0"
"New Haven School District","900952070","2010-2011","Students with Disabilities","Suspensions","Percent","14.0"
"New Haven School District","900952070","2011-2012","Students with Disabilities","Suspensions","Percent","15.0"
"New Haven School District","900952070","2012-2013","Students with Disabilities","Suspensions","Percent","11.7"
"New Haven School District","900952070","2013-2014","Students with Disabilities","Suspensions","Percent","11.6"
"New Haven School District","900952070","2014-2015","Students with Disabilities","Suspensions","Percent","14.8"
"New Haven School District","900952070","2015-2016","Students with Disabilities","Suspensions","Percent","12.7"
"New Haven School District","900952070","2016-2017","Students with Disabilities","Suspensions","Percent","11.2"
"New Haven School District","900952070","2017-2018","Students with Disabilities","Suspensions","Percent","11.5"
"New London School District","901152350","2009-2010","Students with Disabilities","Suspensions","Percent","22.7"
"New London School District","901152350","2010-2011","Students with Disabilities","Suspensions","Percent","25.1"
"New London School District","901152350","2011-2012","Students with Disabilities","Suspensions","Percent","21.2"
"New London School District","901152350","2012-2013","Students with Disabilities","Suspensions","Percent","28.2"
"New London School District","901152350","2013-2014","Students with Disabilities","Suspensions","Percent","23.8"
"New London School District","901152350","2014-2015","Students with Disabilities","Suspensions","Percent","24.3"
"New London School District","901152350","2015-2016","Students with Disabilities","Suspensions","Percent","22.2"
"New London School District","901152350","2016-2017","Students with Disabilities","Suspensions","Percent","20.1"
"New London School District","901152350","2017-2018","Students with Disabilities","Suspensions","Percent","15.6"
"New Milford School District","900552630","2009-2010","Students with Disabilities","Suspensions","Percent","12.8"
"New Milford School District","900552630","2010-2011","Students with Disabilities","Suspensions","Percent","13.9"
"New Milford School District","900552630","2011-2012","Students with Disabilities","Suspensions","Percent","13.2"
"New Milford School District","900552630","2012-2013","Students with Disabilities","Suspensions","Percent","14.0"
"New Milford School District","900552630","2013-2014","Students with Disabilities","Suspensions","Percent","14.0"
"New Milford School District","900552630","2014-2015","Students with Disabilities","Suspensions","Percent","13.4"
"New Milford School District","900552630","2015-2016","Students with Disabilities","Suspensions","Percent","12.0"
"New Milford School District","900552630","2016-2017","Students with Disabilities","Suspensions","Percent","10.9"
"New Milford School District","900552630","2017-2018","Students with Disabilities","Suspensions","Percent","12.9"
"Newington School District","900352140","2009-2010","Students with Disabilities","Suspensions","Percent","9.9"
"Newington School District","900352140","2010-2011","Students with Disabilities","Suspensions","Percent","9.0"
"Newington School District","900352140","2011-2012","Students with Disabilities","Suspensions","Percent","11.8"
"Newington School District","900352140","2012-2013","Students with Disabilities","Suspensions","Percent","10.7"
"Newington School District","900352140","2013-2014","Students with Disabilities","Suspensions","Percent","13.2"
"Newington School District","900352140","2014-2015","Students with Disabilities","Suspensions","Percent","10.4"
"Newington School District","900352140","2015-2016","Students with Disabilities","Suspensions","Percent","8.6"
"Newington School District","900352140","2016-2017","Students with Disabilities","Suspensions","Percent","7.6"
"Newington School District","900352140","2017-2018","Students with Disabilities","Suspensions","Percent","8.5"
"Newtown School District","900152980","2009-2010","Students with Disabilities","Suspensions","Percent","6.0"
"Newtown School District","900152980","2010-2011","Students with Disabilities","Suspensions","Percent","7.3"
"Newtown School District","900152980","2011-2012","Students with Disabilities","Suspensions","Percent","6.3"
"Newtown School District","900152980","2012-2013","Students with Disabilities","Suspensions","Percent","6.1"
"Newtown School District","900152980","2013-2014","Students with Disabilities","Suspensions","Percent","7.0"
"Newtown School District","900152980","2014-2015","Students with Disabilities","Suspensions","Percent","5.0"
"Newtown School District","900152980","2015-2016","Students with Disabilities","Suspensions","Percent","5.8"
"Newtown School District","900152980","2016-2017","Students with Disabilities","Suspensions","Percent","6.6"
"Newtown School District","900152980","2017-2018","Students with Disabilities","Suspensions","Percent","3.5"
"Norfolk School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"Norfolk School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-6666"
"Norfolk School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-6666"
"Norfolk School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Norfolk School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-6666"
"Norfolk School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Norfolk School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Norfolk School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Norfolk School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"North Branford School District","900953890","2009-2010","Students with Disabilities","Suspensions","Percent","14.8"
"North Branford School District","900953890","2010-2011","Students with Disabilities","Suspensions","Percent","19.0"
"North Branford School District","900953890","2011-2012","Students with Disabilities","Suspensions","Percent","13.8"
"North Branford School District","900953890","2012-2013","Students with Disabilities","Suspensions","Percent","15.9"
"North Branford School District","900953890","2013-2014","Students with Disabilities","Suspensions","Percent","13.3"
"North Branford School District","900953890","2014-2015","Students with Disabilities","Suspensions","Percent","13.7"
"North Branford School District","900953890","2015-2016","Students with Disabilities","Suspensions","Percent","11.1"
"North Branford School District","900953890","2016-2017","Students with Disabilities","Suspensions","Percent","9.5"
"North Branford School District","900953890","2017-2018","Students with Disabilities","Suspensions","Percent","11.5"
"North Canaan School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"North Canaan School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"North Canaan School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"North Canaan School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"North Canaan School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"North Canaan School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"North Canaan School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-6666"
"North Canaan School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-6666"
"North Canaan School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-6666"
"North Haven School District","900954870","2009-2010","Students with Disabilities","Suspensions","Percent","6.2"
"North Haven School District","900954870","2010-2011","Students with Disabilities","Suspensions","Percent","8.2"
"North Haven School District","900954870","2011-2012","Students with Disabilities","Suspensions","Percent","6.8"
"North Haven School District","900954870","2012-2013","Students with Disabilities","Suspensions","Percent","8.0"
"North Haven School District","900954870","2013-2014","Students with Disabilities","Suspensions","Percent","6.6"
"North Haven School District","900954870","2014-2015","Students with Disabilities","Suspensions","Percent","8.2"
"North Haven School District","900954870","2015-2016","Students with Disabilities","Suspensions","Percent","6.1"
"North Haven School District","900954870","2016-2017","Students with Disabilities","Suspensions","Percent","7.7"
"North Haven School District","900954870","2017-2018","Students with Disabilities","Suspensions","Percent","6.6"
"North Stonington School District","901155500","2009-2010","Students with Disabilities","Suspensions","Percent","8.9"
"North Stonington School District","901155500","2010-2011","Students with Disabilities","Suspensions","Percent","10.7"
"North Stonington School District","901155500","2011-2012","Students with Disabilities","Suspensions","Percent","9.6"
"North Stonington School District","901155500","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Norwalk School District","900156060","2009-2010","Students with Disabilities","Suspensions","Percent","14.8"
"Norwalk School District","900156060","2010-2011","Students with Disabilities","Suspensions","Percent","16.0"
"Norwalk School District","900156060","2011-2012","Students with Disabilities","Suspensions","Percent","14.4"
"Norwalk School District","900156060","2012-2013","Students with Disabilities","Suspensions","Percent","13.8"
"Norwalk School District","900156060","2013-2014","Students with Disabilities","Suspensions","Percent","10.6"
"Norwalk School District","900156060","2014-2015","Students with Disabilities","Suspensions","Percent","8.2"
"Norwalk School District","900156060","2015-2016","Students with Disabilities","Suspensions","Percent","8.4"
"Norwalk School District","900156060","2016-2017","Students with Disabilities","Suspensions","Percent","10.6"
"Norwalk School District","900156060","2017-2018","Students with Disabilities","Suspensions","Percent","11.4"
"Norwich Free Academy District","","2009-2010","Students with Disabilities","Suspensions","Percent","6.8"
"Norwich Free Academy District","","2010-2011","Students with Disabilities","Suspensions","Percent","8.7"
"Norwich Free Academy District","","2011-2012","Students with Disabilities","Suspensions","Percent","7.8"
"Norwich Free Academy District","","2012-2013","Students with Disabilities","Suspensions","Percent","27.3"
"Norwich Free Academy District","","2013-2014","Students with Disabilities","Suspensions","Percent","31.1"
"Norwich Free Academy District","","2014-2015","Students with Disabilities","Suspensions","Percent","27.6"
"Norwich Free Academy District","","2015-2016","Students with Disabilities","Suspensions","Percent","28.4"
"Norwich Free Academy District","","2016-2017","Students with Disabilities","Suspensions","Percent","28.1"
"Norwich Free Academy District","","2017-2018","Students with Disabilities","Suspensions","Percent","29.4"
"Norwich School District","901156270","2009-2010","Students with Disabilities","Suspensions","Percent","13.1"
"Norwich School District","901156270","2010-2011","Students with Disabilities","Suspensions","Percent","16.2"
"Norwich School District","901156270","2011-2012","Students with Disabilities","Suspensions","Percent","14.3"
"Norwich School District","901156270","2012-2013","Students with Disabilities","Suspensions","Percent","14.6"
"Norwich School District","901156270","2013-2014","Students with Disabilities","Suspensions","Percent","9.5"
"Norwich School District","901156270","2014-2015","Students with Disabilities","Suspensions","Percent","7.4"
"Norwich School District","901156270","2015-2016","Students with Disabilities","Suspensions","Percent","11.7"
"Norwich School District","901156270","2016-2017","Students with Disabilities","Suspensions","Percent","8.0"
"Norwich School District","901156270","2017-2018","Students with Disabilities","Suspensions","Percent","10.5"
"Odyssey Community School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-6666"
"Odyssey Community School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Odyssey Community School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2009-2010","Students with Disabilities","Suspensions","Percent","7.7"
"Old Saybrook School District","900757320","2010-2011","Students with Disabilities","Suspensions","Percent","4.9"
"Old Saybrook School District","900757320","2011-2012","Students with Disabilities","Suspensions","Percent","5.5"
"Old Saybrook School District","900757320","2012-2013","Students with Disabilities","Suspensions","Percent","10.0"
"Old Saybrook School District","900757320","2013-2014","Students with Disabilities","Suspensions","Percent","4.8"
"Old Saybrook School District","900757320","2014-2015","Students with Disabilities","Suspensions","Percent","6.0"
"Old Saybrook School District","900757320","2015-2016","Students with Disabilities","Suspensions","Percent","5.8"
"Old Saybrook School District","900757320","2016-2017","Students with Disabilities","Suspensions","Percent","4.0"
"Old Saybrook School District","900757320","2017-2018","Students with Disabilities","Suspensions","Percent","6.3"
"Orange School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-6666"
"Orange School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Orange School District","","2017-2018","Students with Disabilities","Suspensions","Percent","4.9"
"Oxford School District","900958300","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Oxford School District","900958300","2010-2011","Students with Disabilities","Suspensions","Percent","6.0"
"Oxford School District","900958300","2011-2012","Students with Disabilities","Suspensions","Percent","4.8"
"Oxford School District","900958300","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Oxford School District","900958300","2013-2014","Students with Disabilities","Suspensions","Percent","5.9"
"Oxford School District","900958300","2014-2015","Students with Disabilities","Suspensions","Percent","2.7"
"Oxford School District","900958300","2015-2016","Students with Disabilities","Suspensions","Percent","2.4"
"Oxford School District","900958300","2016-2017","Students with Disabilities","Suspensions","Percent","4.7"
"Oxford School District","900958300","2017-2018","Students with Disabilities","Suspensions","Percent","6.3"
"Park City Prep Charter School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2010-2011","Students with Disabilities","Suspensions","Percent","26.1"
"Park City Prep Charter School District","","2011-2012","Students with Disabilities","Suspensions","Percent","44.0"
"Park City Prep Charter School District","","2012-2013","Students with Disabilities","Suspensions","Percent","36.4"
"Park City Prep Charter School District","","2013-2014","Students with Disabilities","Suspensions","Percent","30.4"
"Park City Prep Charter School District","","2014-2015","Students with Disabilities","Suspensions","Percent","24.1"
"Park City Prep Charter School District","","2015-2016","Students with Disabilities","Suspensions","Percent","24.1"
"Park City Prep Charter School District","","2016-2017","Students with Disabilities","Suspensions","Percent","17.9"
"Park City Prep Charter School District","","2017-2018","Students with Disabilities","Suspensions","Percent","16.7"
"Path Academy District","","2014-2015","Students with Disabilities","Suspensions","Percent","48.7"
"Path Academy District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Path Academy District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Path Academy District","","2017-2018","Students with Disabilities","Suspensions","Percent","50.0"
"Plainfield School District","901559980","2009-2010","Students with Disabilities","Suspensions","Percent","15.9"
"Plainfield School District","901559980","2010-2011","Students with Disabilities","Suspensions","Percent","15.2"
"Plainfield School District","901559980","2011-2012","Students with Disabilities","Suspensions","Percent","17.9"
"Plainfield School District","901559980","2012-2013","Students with Disabilities","Suspensions","Percent","17.0"
"Plainfield School District","901559980","2013-2014","Students with Disabilities","Suspensions","Percent","15.8"
"Plainfield School District","901559980","2014-2015","Students with Disabilities","Suspensions","Percent","17.7"
"Plainfield School District","901559980","2015-2016","Students with Disabilities","Suspensions","Percent","17.0"
"Plainfield School District","901559980","2016-2017","Students with Disabilities","Suspensions","Percent","14.0"
"Plainfield School District","901559980","2017-2018","Students with Disabilities","Suspensions","Percent","16.3"
"Plainville School District","900360120","2009-2010","Students with Disabilities","Suspensions","Percent","5.0"
"Plainville School District","900360120","2010-2011","Students with Disabilities","Suspensions","Percent","10.0"
"Plainville School District","900360120","2011-2012","Students with Disabilities","Suspensions","Percent","8.5"
"Plainville School District","900360120","2012-2013","Students with Disabilities","Suspensions","Percent","8.9"
"Plainville School District","900360120","2013-2014","Students with Disabilities","Suspensions","Percent","6.8"
"Plainville School District","900360120","2014-2015","Students with Disabilities","Suspensions","Percent","7.1"
"Plainville School District","900360120","2015-2016","Students with Disabilities","Suspensions","Percent","9.0"
"Plainville School District","900360120","2016-2017","Students with Disabilities","Suspensions","Percent","9.1"
"Plainville School District","900360120","2017-2018","Students with Disabilities","Suspensions","Percent","7.2"
"Plymouth School District","900560750","2009-2010","Students with Disabilities","Suspensions","Percent","15.6"
"Plymouth School District","900560750","2010-2011","Students with Disabilities","Suspensions","Percent","11.5"
"Plymouth School District","900560750","2011-2012","Students with Disabilities","Suspensions","Percent","10.8"
"Plymouth School District","900560750","2012-2013","Students with Disabilities","Suspensions","Percent","6.7"
"Plymouth School District","900560750","2013-2014","Students with Disabilities","Suspensions","Percent","10.4"
"Plymouth School District","900560750","2014-2015","Students with Disabilities","Suspensions","Percent","8.2"
"Plymouth School District","900560750","2015-2016","Students with Disabilities","Suspensions","Percent","10.2"
"Plymouth School District","900560750","2016-2017","Students with Disabilities","Suspensions","Percent","9.4"
"Plymouth School District","900560750","2017-2018","Students with Disabilities","Suspensions","Percent","14.4"
"Pomfret School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"Pomfret School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Pomfret School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Pomfret School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Pomfret School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Pomfret School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Pomfret School District","","2015-2016","Students with Disabilities","Suspensions","Percent","11.1"
"Pomfret School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Pomfret School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Portland School District","900761800","2009-2010","Students with Disabilities","Suspensions","Percent","9.3"
"Portland School District","900761800","2010-2011","Students with Disabilities","Suspensions","Percent","5.8"
"Portland School District","900761800","2011-2012","Students with Disabilities","Suspensions","Percent","11.2"
"Portland School District","900761800","2012-2013","Students with Disabilities","Suspensions","Percent","8.5"
"Portland School District","900761800","2013-2014","Students with Disabilities","Suspensions","Percent","4.5"
"Portland School District","900761800","2014-2015","Students with Disabilities","Suspensions","Percent","5.2"
"Portland School District","900761800","2015-2016","Students with Disabilities","Suspensions","Percent","5.6"
"Portland School District","900761800","2016-2017","Students with Disabilities","Suspensions","Percent","8.5"
"Portland School District","900761800","2017-2018","Students with Disabilities","Suspensions","Percent","10.1"
"Preston School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Preston School District","","2016-2017","Students with Disabilities","Suspensions","Percent","7.1"
"Preston School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-6666"
"Putnam School District","901562710","2009-2010","Students with Disabilities","Suspensions","Percent","12.0"
"Putnam School District","901562710","2010-2011","Students with Disabilities","Suspensions","Percent","14.2"
"Putnam School District","901562710","2011-2012","Students with Disabilities","Suspensions","Percent","12.5"
"Putnam School District","901562710","2012-2013","Students with Disabilities","Suspensions","Percent","12.8"
"Putnam School District","901562710","2013-2014","Students with Disabilities","Suspensions","Percent","13.7"
"Putnam School District","901562710","2014-2015","Students with Disabilities","Suspensions","Percent","10.7"
"Putnam School District","901562710","2015-2016","Students with Disabilities","Suspensions","Percent","12.7"
"Putnam School District","901562710","2016-2017","Students with Disabilities","Suspensions","Percent","10.4"
"Putnam School District","901562710","2017-2018","Students with Disabilities","Suspensions","Percent","7.6"
"Redding School District","","2009-2010","Students with Disabilities","Suspensions","Percent","3.1"
"Redding School District","","2010-2011","Students with Disabilities","Suspensions","Percent","3.8"
"Redding School District","","2011-2012","Students with Disabilities","Suspensions","Percent","3.4"
"Redding School District","","2012-2013","Students with Disabilities","Suspensions","Percent","4.6"
"Redding School District","","2013-2014","Students with Disabilities","Suspensions","Percent","6.2"
"Redding School District","","2014-2015","Students with Disabilities","Suspensions","Percent","3.8"
"Redding School District","","2015-2016","Students with Disabilities","Suspensions","Percent","4.6"
"Redding School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Redding School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 01","","2009-2010","Students with Disabilities","Suspensions","Percent","12.9"
"Regional School District 01","","2010-2011","Students with Disabilities","Suspensions","Percent","13.4"
"Regional School District 01","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 01","","2012-2013","Students with Disabilities","Suspensions","Percent","18.4"
"Regional School District 01","","2013-2014","Students with Disabilities","Suspensions","Percent","16.1"
"Regional School District 01","","2014-2015","Students with Disabilities","Suspensions","Percent","19.1"
"Regional School District 01","","2015-2016","Students with Disabilities","Suspensions","Percent","14.6"
"Regional School District 01","","2016-2017","Students with Disabilities","Suspensions","Percent","10.0"
"Regional School District 01","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 04","","2009-2010","Students with Disabilities","Suspensions","Percent","13.7"
"Regional School District 04","","2010-2011","Students with Disabilities","Suspensions","Percent","11.6"
"Regional School District 04","","2011-2012","Students with Disabilities","Suspensions","Percent","14.5"
"Regional School District 04","","2012-2013","Students with Disabilities","Suspensions","Percent","12.1"
"Regional School District 04","","2013-2014","Students with Disabilities","Suspensions","Percent","12.3"
"Regional School District 04","","2014-2015","Students with Disabilities","Suspensions","Percent","9.1"
"Regional School District 04","","2015-2016","Students with Disabilities","Suspensions","Percent","6.4"
"Regional School District 04","","2016-2017","Students with Disabilities","Suspensions","Percent","10.3"
"Regional School District 04","","2017-2018","Students with Disabilities","Suspensions","Percent","13.3"
"Regional School District 05","","2009-2010","Students with Disabilities","Suspensions","Percent","4.3"
"Regional School District 05","","2010-2011","Students with Disabilities","Suspensions","Percent","2.5"
"Regional School District 05","","2011-2012","Students with Disabilities","Suspensions","Percent","13.2"
"Regional School District 05","","2012-2013","Students with Disabilities","Suspensions","Percent","7.4"
"Regional School District 05","","2013-2014","Students with Disabilities","Suspensions","Percent","8.5"
"Regional School District 05","","2014-2015","Students with Disabilities","Suspensions","Percent","6.6"
"Regional School District 05","","2015-2016","Students with Disabilities","Suspensions","Percent","9.0"
"Regional School District 05","","2016-2017","Students with Disabilities","Suspensions","Percent","7.4"
"Regional School District 05","","2017-2018","Students with Disabilities","Suspensions","Percent","9.7"
"Regional School District 06","","2009-2010","Students with Disabilities","Suspensions","Percent","9.2"
"Regional School District 06","","2010-2011","Students with Disabilities","Suspensions","Percent","14.6"
"Regional School District 06","","2011-2012","Students with Disabilities","Suspensions","Percent","11.4"
"Regional School District 06","","2012-2013","Students with Disabilities","Suspensions","Percent","8.5"
"Regional School District 06","","2013-2014","Students with Disabilities","Suspensions","Percent","10.3"
"Regional School District 06","","2014-2015","Students with Disabilities","Suspensions","Percent","9.5"
"Regional School District 06","","2015-2016","Students with Disabilities","Suspensions","Percent","11.0"
"Regional School District 06","","2016-2017","Students with Disabilities","Suspensions","Percent","7.7"
"Regional School District 06","","2017-2018","Students with Disabilities","Suspensions","Percent","9.2"
"Regional School District 07","","2009-2010","Students with Disabilities","Suspensions","Percent","10.4"
"Regional School District 07","","2010-2011","Students with Disabilities","Suspensions","Percent","11.6"
"Regional School District 07","","2011-2012","Students with Disabilities","Suspensions","Percent","15.4"
"Regional School District 07","","2012-2013","Students with Disabilities","Suspensions","Percent","6.4"
"Regional School District 07","","2013-2014","Students with Disabilities","Suspensions","Percent","11.1"
"Regional School District 07","","2014-2015","Students with Disabilities","Suspensions","Percent","17.2"
"Regional School District 07","","2015-2016","Students with Disabilities","Suspensions","Percent","12.7"
"Regional School District 07","","2016-2017","Students with Disabilities","Suspensions","Percent","8.7"
"Regional School District 07","","2017-2018","Students with Disabilities","Suspensions","Percent","10.5"
"Regional School District 08","","2009-2010","Students with Disabilities","Suspensions","Percent","14.5"
"Regional School District 08","","2010-2011","Students with Disabilities","Suspensions","Percent","19.2"
"Regional School District 08","","2011-2012","Students with Disabilities","Suspensions","Percent","21.4"
"Regional School District 08","","2012-2013","Students with Disabilities","Suspensions","Percent","19.8"
"Regional School District 08","","2013-2014","Students with Disabilities","Suspensions","Percent","18.5"
"Regional School District 08","","2014-2015","Students with Disabilities","Suspensions","Percent","15.6"
"Regional School District 08","","2015-2016","Students with Disabilities","Suspensions","Percent","13.8"
"Regional School District 08","","2016-2017","Students with Disabilities","Suspensions","Percent","18.6"
"Regional School District 08","","2017-2018","Students with Disabilities","Suspensions","Percent","18.0"
"Regional School District 09","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2011-2012","Students with Disabilities","Suspensions","Percent","5.1"
"Regional School District 09","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 09","","2017-2018","Students with Disabilities","Suspensions","Percent","5.3"
"Regional School District 10","","2009-2010","Students with Disabilities","Suspensions","Percent","6.6"
"Regional School District 10","","2010-2011","Students with Disabilities","Suspensions","Percent","8.0"
"Regional School District 10","","2011-2012","Students with Disabilities","Suspensions","Percent","6.6"
"Regional School District 10","","2012-2013","Students with Disabilities","Suspensions","Percent","9.1"
"Regional School District 10","","2013-2014","Students with Disabilities","Suspensions","Percent","8.2"
"Regional School District 10","","2014-2015","Students with Disabilities","Suspensions","Percent","8.5"
"Regional School District 10","","2015-2016","Students with Disabilities","Suspensions","Percent","6.6"
"Regional School District 10","","2016-2017","Students with Disabilities","Suspensions","Percent","5.7"
"Regional School District 10","","2017-2018","Students with Disabilities","Suspensions","Percent","7.1"
"Regional School District 11","","2009-2010","Students with Disabilities","Suspensions","Percent","18.5"
"Regional School District 11","","2010-2011","Students with Disabilities","Suspensions","Percent","25.9"
"Regional School District 11","","2011-2012","Students with Disabilities","Suspensions","Percent","22.2"
"Regional School District 11","","2012-2013","Students with Disabilities","Suspensions","Percent","19.7"
"Regional School District 11","","2013-2014","Students with Disabilities","Suspensions","Percent","12.7"
"Regional School District 11","","2014-2015","Students with Disabilities","Suspensions","Percent","15.7"
"Regional School District 11","","2015-2016","Students with Disabilities","Suspensions","Percent","20.7"
"Regional School District 11","","2016-2017","Students with Disabilities","Suspensions","Percent","21.6"
"Regional School District 11","","2017-2018","Students with Disabilities","Suspensions","Percent","14.6"
"Regional School District 12","","2009-2010","Students with Disabilities","Suspensions","Percent","10.1"
"Regional School District 12","","2010-2011","Students with Disabilities","Suspensions","Percent","11.3"
"Regional School District 12","","2011-2012","Students with Disabilities","Suspensions","Percent","10.2"
"Regional School District 12","","2012-2013","Students with Disabilities","Suspensions","Percent","10.4"
"Regional School District 12","","2013-2014","Students with Disabilities","Suspensions","Percent","11.1"
"Regional School District 12","","2014-2015","Students with Disabilities","Suspensions","Percent","11.3"
"Regional School District 12","","2015-2016","Students with Disabilities","Suspensions","Percent","12.6"
